# Wavelength (nm) - Transmission
1.431000000000000000e+03 7.289420257836350947e-01
1.431007155017887499e+03 7.295625907607865557e-01
1.431014310071550199e+03 6.816218588810921686e-01
1.431021465160988328e+03 5.443480586138258470e-01
1.431028620286201885e+03 3.741071895633123479e-01
1.431035775447191327e+03 3.464179324575414887e-01
1.431042930643956424e+03 4.838424188827378236e-01
1.431050085876497860e+03 6.156386369197873742e-01
1.431057241144815407e+03 6.786562234951840633e-01
1.431064396448909292e+03 7.108000752849312764e-01
1.431071551788779743e+03 7.176052594859624323e-01
1.431078707164427215e+03 6.934465500894055889e-01
1.431085862575851706e+03 6.283545726439636603e-01
1.431093018023052764e+03 4.974541415763223950e-01
1.431100173506031751e+03 3.204231764515081404e-01
1.431107329024787987e+03 2.264196301530534416e-01
1.431114484579322152e+03 3.049982890939726965e-01
1.431121640169634020e+03 4.163831499558441895e-01
1.431128795795723818e+03 4.515308458238562750e-01
1.431135951457592000e+03 4.328638963616139312e-01
1.431143107155238567e+03 3.957013476237685179e-01
1.431150262888663747e+03 3.373077094972949386e-01
1.431157418657867538e+03 2.562976955778596966e-01
1.431164574462850396e+03 1.636051945561639576e-01
1.431171730303612094e+03 8.221945562001153895e-02
1.431178886180153086e+03 2.853276510121760187e-02
1.431186042092474054e+03 5.896823628931117944e-03
1.431193198040574089e+03 6.695114752592027816e-04
1.431200354024454555e+03 3.976765218731132516e-05
1.431207510044114542e+03 6.878931282890905275e-05
1.431214666099554961e+03 1.016359464955573924e-03
1.431221822190775583e+03 7.742407172465538140e-03
1.431228978317776864e+03 3.431752108495186859e-02
1.431236134480559031e+03 9.374429759109065285e-02
1.431243290679121628e+03 1.795021545301515031e-01
1.431250446913465794e+03 2.744132118573163748e-01
1.431257603183590845e+03 3.581373078668322885e-01
1.431264759489497692e+03 4.213470859349645048e-01
1.431271915831185879e+03 4.522867180568148071e-01
1.431279072208656089e+03 4.325478091090880772e-01
1.431286228621908094e+03 3.351869548523030984e-01
1.431293385070942350e+03 1.931864666541674991e-01
1.431300541555758855e+03 1.619985991450350604e-01
1.431307698076357838e+03 3.030549185587291250e-01
1.431314854632739525e+03 4.842598757263487652e-01
1.431322011224904145e+03 6.122302530551995137e-01
1.431329167852851924e+03 6.826224564505531944e-01
1.431336324516583090e+03 7.212208406247100356e-01
1.431343481216097189e+03 7.482138191825623563e-01
1.431350637951395129e+03 7.684474868241677470e-01
1.431357794722476910e+03 7.806340689863641158e-01
1.431364951529342306e+03 7.857646190923730511e-01
1.431372108371991999e+03 7.831911406253957431e-01
1.431379265250425988e+03 7.699137988286488543e-01
1.431386422164644955e+03 7.386624456876617062e-01
1.431393579114647991e+03 6.731232204014976350e-01
1.431400736100435779e+03 5.439760805827561496e-01
1.431407893122008772e+03 3.403579313118884064e-01
1.431415050179366972e+03 1.748326275224992010e-01
1.431422207272510832e+03 2.004867267330919245e-01
1.431429364401439898e+03 3.832842513430765319e-01
1.431436521566154852e+03 5.714177785783041141e-01
1.431443678766655694e+03 6.866938803295907778e-01
1.431450836002942651e+03 7.438381289013353825e-01
1.431457993275015724e+03 7.696223639696539998e-01
1.431465150582875594e+03 7.827252873602361660e-01
1.431472307926521808e+03 7.886888707116537223e-01
1.431479465305954818e+03 7.842991140885223755e-01
1.431486622721174854e+03 7.652333924722996006e-01
1.431493780172182142e+03 7.280592432841634931e-01
1.431500937658976682e+03 6.875616128612588307e-01
1.431508095181558701e+03 6.698588756363894614e-01
1.431515252739928428e+03 6.660513287686828932e-01
1.431522410334086089e+03 6.399796167368680955e-01
1.431529567964031685e+03 5.632605331087418010e-01
1.431536725629765897e+03 4.182059683743218348e-01
1.431543883331288271e+03 2.331063879821693718e-01
1.431551041068599034e+03 1.126881808771354743e-01
1.431558198841698868e+03 1.537725215883094521e-01
1.431565356650587546e+03 2.875583846489023210e-01
1.431572514495265750e+03 3.805967389841267146e-01
1.431579672375732798e+03 3.970891295065120952e-01
1.431586830291989372e+03 3.557891429888255241e-01
1.431593988244035700e+03 2.757993385916234219e-01
1.431601146231871780e+03 1.786892960379087847e-01
1.431608304255498069e+03 8.768745160099608582e-02
1.431615462314914339e+03 2.973335223944977013e-02
1.431622620410121272e+03 6.528271911200306601e-03
1.431629778541118640e+03 1.079171536543011272e-03
1.431636936707906671e+03 3.700626823940505496e-04
1.431644094910485819e+03 1.552951080148760247e-04
1.431651253148855858e+03 1.615674657879661333e-04
1.431658411423017469e+03 8.140933389364224393e-04
1.431665569732970425e+03 2.067868394906415778e-03
1.431672728078714727e+03 3.594255049718097887e-03
1.431679886460251055e+03 8.903088652026379043e-03
1.431687044877579183e+03 1.829975291235641163e-02
1.431694203330700020e+03 2.253534342147009775e-02
1.431701361819612657e+03 4.064640924558074464e-02
1.431708520344318003e+03 1.218838986353572573e-01
1.431715678904816059e+03 2.610961823654785463e-01
1.431722837501107279e+03 4.028745372221382848e-01
1.431729996133191207e+03 5.081259844629721911e-01
1.431737154801068755e+03 5.792743037910339510e-01
1.431744313504739239e+03 6.238558208805780048e-01
1.431751472244203796e+03 6.451857458136369683e-01
1.431758631019461973e+03 6.335871922610462059e-01
1.431765789830513995e+03 5.699628117172393926e-01
1.431772948677360091e+03 4.790734530308659034e-01
1.431780107560000715e+03 4.526446750877771708e-01
1.431787266478436095e+03 5.286792784830267600e-01
